episode,goal_x,goal_y,total_reward,steps,goal_reached,entropy
500,1,4,3.0,13,1,1.0924677848815918
501,4,4,-1.0,20,1,0.9823395609855652
502,2,1,-102.0,100,0,1.113412857055664
503,4,2,8.0,9,1,0.9834424257278442
504,4,2,-22.0,39,1,1.0191891193389893
505,0,2,-102.0,100,0,1.087934970855713
506,1,1,-103.0,100,0,0.9591048359870911
507,4,3,6.0,12,1,0.9376694560050964
508,2,4,6.0,11,1,1.00737464427948
509,0,4,5.0,10,1,1.0346828699111938
510,4,0,-103.0,100,0,1.0061211585998535
511,2,1,10.0,4,1,1.0358604192733765
512,2,4,11.0,6,1,0.9698071479797363
513,2,4,-31.0,48,1,1.0620027780532837
514,3,2,-98.0,100,0,1.0907572507858276
515,2,4,-1.0,18,1,1.0614901781082153
516,3,4,6.0,12,1,0.8656570315361023
517,1,0,11.0,1,1,0.7631428241729736
518,0,3,6.0,8,1,0.9565900564193726
519,3,2,9.0,7,1,1.0355411767959595
520,3,2,-99.0,100,0,1.0197553634643555
521,2,1,-101.0,100,0,0.9581874012947083
522,1,0,9.0,3,1,0.6819441914558411
523,3,2,-13.0,29,1,1.041527509689331
524,2,1,11.0,3,1,0.8094770908355713
525,1,0,11.0,1,1,0.6230067014694214
526,3,2,8.0,8,1,0.9719144701957703
527,0,3,-102.0,100,0,0.9458544850349426
528,4,3,4.0,14,1,0.73001629114151
529,1,4,-41.0,57,1,0.8966835141181946
530,3,2,7.0,9,1,0.9397167563438416
531,3,2,11.0,5,1,1.003950834274292
532,4,3,-10.0,28,1,0.699768602848053
533,0,2,-104.0,100,0,0.9294880628585815
534,2,0,11.0,2,1,0.6061911582946777
535,1,1,-104.0,100,0,0.6440191864967346
536,2,1,-100.0,100,0,0.9094178080558777
537,4,4,-43.0,62,1,0.8003844022750854
538,2,1,-101.0,100,0,0.925049901008606
539,1,0,11.0,1,1,0.6883041858673096
540,4,4,4.0,15,1,0.7489174008369446
541,4,3,-9.0,27,1,0.8434506058692932
542,4,4,3.0,16,1,0.8234887719154358
543,4,4,6.0,13,1,0.756127119064331
544,4,1,11.0,5,1,0.7061606049537659
545,4,3,0.0,18,1,0.913628339767456
546,4,0,-102.0,100,0,0.9082592129707336
547,4,4,7.0,12,1,0.8949427008628845
548,2,1,11.0,3,1,1.011322259902954
549,0,3,-102.0,100,0,0.9517205953598022
550,0,4,-33.0,48,1,0.9925234317779541
551,4,3,-15.0,33,1,0.9430038928985596
552,0,4,-7.0,22,1,1.002156376838684
553,1,0,11.0,1,1,0.8481549024581909
554,4,3,-21.0,39,1,0.9796969294548035
555,3,4,-3.0,21,1,0.9058190584182739
556,4,4,3.0,16,1,0.8190720677375793
557,4,3,3.0,15,1,0.9277529120445251
558,4,0,11.0,4,1,0.694705605506897
559,0,3,-101.0,100,0,0.925943911075592
560,4,1,11.0,5,1,0.656683623790741
561,1,4,-98.0,100,0,0.9571890234947205
562,1,0,-106.0,100,0,0.9014368653297424
563,0,2,-103.0,100,0,1.036630630493164
564,4,4,11.0,8,1,0.8863774538040161
565,1,1,-103.0,100,0,0.841826319694519
566,0,3,-102.0,100,0,0.9617123603820801
567,4,3,11.0,7,1,0.9096271395683289
568,0,4,3.0,12,1,0.9226221442222595
569,4,4,6.0,13,1,0.7861940860748291
570,2,0,-104.0,100,0,0.9468081593513489
571,0,2,-104.0,100,0,0.9873010516166687
572,3,4,11.0,7,1,0.7699041962623596
573,3,4,6.0,12,1,0.7818302512168884
574,2,3,-98.0,100,0,0.6217650771141052
575,2,0,-103.0,100,0,0.7916175127029419
576,4,1,-97.0,100,0,0.9086481332778931
577,2,1,-102.0,100,0,0.7414897084236145
578,1,0,11.0,1,1,0.9099517464637756
579,2,3,11.0,5,1,0.5878397226333618
580,3,4,11.0,7,1,0.6832098960876465
581,4,1,-98.0,100,0,0.9162750244140625
582,3,1,-100.0,100,0,0.6669275164604187
583,0,3,-102.0,100,0,0.5190788507461548
584,0,3,-102.0,100,0,0.5455245971679688
585,4,0,-100.0,100,0,0.9528032541275024
586,2,0,-104.0,100,0,0.49360230565071106
587,2,4,-1.0,18,1,0.4021395146846771
588,4,0,-100.0,100,0,0.9297676682472229
589,4,0,-100.0,100,0,0.9260892271995544
590,4,1,-98.0,100,0,0.8479464650154114
591,3,4,-2.0,20,1,0.5715993642807007
592,4,4,3.0,16,1,0.6711418628692627
593,3,2,-98.0,100,0,0.47581931948661804
